Status Effective,Account Holder,Quantity of Credits,Retirement Reason,Retirement Reason Details,Credit Serial Numbers,Vintage,Date Issued (GMT),Verified Removal,CORSIA Eligible,ARB Eligible,Sustainable Development Goal(s),Project ID,Project Name,Project Site Country,Project Site Location,Project Site State,Project Type,Project Methodology/Protocol,Methodology/Protocol Version
1/26/2022,Cool Effect,194,Environmental Benefit,Cool Effect December Platform Sales: TNCCHES-PUR-2018,ACR-US-441-2018-865-61040 to 61233,2018,7/12/2019 0:17,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR134,TNC-Chestnut Mountain Improved Forest Management Project,US,White County,TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/26/2022,Cool Effect,180,Environmental Benefit,Cool Effect Platform Sales: TNCCHES-PUR-2018,ACR-US-441-2018-865-87028 to 87207,2018,7/12/2019 0:17,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR134,TNC-Chestnut Mountain Improved Forest Management Project,US,White County,TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/26/2022,Cool Effect,3040,Environmental Benefit,Retired for Cool Effect on behalf of Oportun,ACR-US-441-2018-865-58000 to 61039,2018,7/12/2019 0:17,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,TNC-Chestnut Mountain Improved Forest Management Project,US,White County,TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/26/2022,Blue Source,1000,On Behalf of Third Party,Jet-Set Offset for The Good Traveler Program,ACR-US-386-2019-1243-19872 to 20871,2019,4/29/2021 21:52,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Hudson Farm Forestry Project,US,"Andover, New Jersey",NEW JERSEY,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/25/2022,SouthStar Energy Services LLC,41,Retail Program Requirements,Q4-21 GLEM,ACR-US-398-2019-820-32390 to 32430,2019,4/17/2019 3:10,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Doe Mountain Forestry Project,US,"Johnson County, Tennessee",TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
1/25/2022,SouthStar Energy Services LLC,627,Retail Program Requirements,Q4-21 GL4B,ACR-US-398-2019-820-31763 to 32389,2019,4/17/2019 3:10,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Doe Mountain Forestry Project,US,"Johnson County, Tennessee",TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
1/25/2022,SouthStar Energy Services LLC,736,Retail Program Requirements,Q4-21 Greener Life GA,ACR-US-398-2019-820-31027 to 31762,2019,4/17/2019 3:10,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Doe Mountain Forestry Project,US,"Johnson County, Tennessee",TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
1/24/2022,"Anew Environmental, LLC",69,On Behalf of Third Party,On behalf of Patch’s customers and their end users,ACR-US-153-2009-449-1 to 69,2009,6/2/2016 14:42,,No,No,,ACR135,"Truck Stop Electrification, Oregon",US,Oregon,OREGON,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
1/24/2022,"Anew Environmental, LLC",13,On Behalf of Third Party,On behalf of Patch’s customers and their end users,ACR-US-126-2012-313-192102 to 192114,2012,7/8/2013 3:39,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR135,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
1/24/2022,Hillsborough County/CELMD,34662,On Behalf of Third Party,Retired on behalf of Disney's greenhouse gas emissions,ACR-US-483-2018-977-1 to 34662,2018,3/24/2020 20:10,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Lower Green Swamp Preserve,US,Hillsborough County,FLORIDA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
1/24/2022,The Climate Trust,11139,On Behalf of Third Party,Retired on behalf of Disney's greenhouse gas emissions,ACR-US-422-2018-822-1 to 11139,2018,4/30/2019 20:59,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Wabassus DLLT IFM,US,Washington County,MAINE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
1/18/2022,BeZero Carbon,620,On Behalf of Third Party,Retired on behalf of Gym + Coffee to offset their 2020 footprint,ACR-US-222-2017-1373-1024 to 1643,2017,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
1/14/2022,"3Degrees Group, Inc.",835,On Behalf of Third Party,Transaction Reference 13877,ACR-US-515-2017-980-8598 to 9432,2017,3/25/2020 23:06,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR135,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2017b,US,Houston,TEXAS,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
1/13/2022,Blue Source,2000,On Behalf of Third Party,Retired on behalf of Corso Technologies DBA Aerial,ACR-US-499-2019-1207-53343 to 55342,2019,2/8/2021 19:55,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Kootznoowoo Native Community Forestry Project,US,Prince of Wales,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/13/2022,Blue Source,2035,On Behalf of Third Party,Retired on behalf of Corso Technologies DBA Aerial,ACR-US-518-2019-1335-5943 to 7977,2019,9/1/2021 21:43,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Anew - Burnt Mountain Forestry Project,US,"Montgomery, VT",VERMONT,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/10/2022,BeZero Carbon,32,Retail Program Requirements,Retired for NetHero orders 211014-0001 to 211224-0001.,ACR-US-222-2017-1373-992 to 1023,2017,10/20/2021 19:13,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR135,Prairie Pothole Avoided Conversion of Grasslands and Shrublands,US,Missouri Coteau,NORTH DAKOTA,Agricultural Land Management,Avoided Conversion of Grasslands and Shrublands to Crop Production,Version 2.0
1/10/2022,Carbonfund.org,878,Retail Program Requirements,Retired on behalf of Carbonfund.org's donor,ACR-US-157-2009-433-10530 to 11407,2009,6/2/2016 14:42,,No,No,,ACR135,"Truck Stop Electrification, Texas",US,Texas,TEXAS,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
1/7/2022,Maple Leaf Foods,30934,Environmental Benefit,Carbon Neutral,ACR-US-556-2019-1157-199012 to 229945,2019,11/24/2020 17:40,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR136,Foam Blowing Agent Project 005,US,Winchester,VIRGINIA,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 2.0
1/6/2022,Carbonfund.org,86,Retail Program Requirements,Retired on behalf of Carbonfund.org's donors,ACR-US-126-2014-590-68884 to 68969,2014,11/22/2016 21:26,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR136,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
1/6/2022,Carbonfund.org,1,Retail Program Requirements,Retired on behalf of Carbonfund.org's donor,ACR-US-148-2008-470-3672 to 3672,2008,6/2/2016 14:43,,No,No,,ACR136,"Truck Stop Electrification, New Mexico",US,New Mexico,NEW MEXICO,Transport / Fleet Efficiency,Emissions Reductions though Anti-Idling Technologies,Version 1.0
1/6/2022,Carbonfund.org,719,Retail Program Requirements,Retired on behalf of Carbonfund.org's donors,ACR-US-212-2020-1172-172456 to 173174,2020,12/18/2020 23:27,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
1/5/2022,Arbor Day Foundation,51,On Behalf of Third Party,Retired on behalf of Marshall Wace LLP,ACR-US-114-2018-1074-112792 to 112842,2018,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
1/5/2022,Arbor Day Foundation,154,On Behalf of Third Party,Retired on behalf of Marshall Wace North America LP,ACR-US-114-2018-1074-112638 to 112791,2018,7/31/2020 21:00,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,GreenTrees ACRE (Advanced Carbon Restored Ecosystem),US,Mississippi Alluvial Valley,ARKANSAS,Forest Carbon,Afforestation and Reforestation of Degraded Lands,Version 1.0
1/5/2022,Green Story Inc,10,Other,"Retired on behalf of Green Story Inc's and SimpliZero clients to offset the carbon footprint of their products sales, employee and lifestyle footprint for December 2021",ACR-US-386-2019-1243-19385 to 19394,2019,4/29/2021 21:52,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Hudson Farm Forestry Project,US,"Andover, New Jersey",NEW JERSEY,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
1/4/2022,521,2231,Environmental Benefit,,ACR-US-126-2012-333-29508 to 31738,2012,7/3/2014 22:05,,No,No,"09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action",ACR136,Seneca Meadows LFG,US,Waterloo,NEW YORK,Landfill Gas Capture & Combustion,Offset Project Methodology for Landfill Methane Collection and Combustion,Version 1.0
1/4/2022,Carbonfund.org,200,Retail Program Requirements,Retired on behalf of Carbonfund.org's donor,ACR-US-212-2020-1172-172256 to 172455,2020,12/18/2020 23:27,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
1/3/2022,Blue Source,1000,On Behalf of Third Party,Retired on behalf of Jet-Set Offset for The Good Traveler Program,ACR-US-376-2019-1408-102063 to 103062,2019,12/15/2021 21:49,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Massachusetts Tri-City Forestry Project,US,"Hampden and Tolland Counties, Massachusetts",MASSACHUSETTS,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.2
12/31/2021,"Anew Environmental, LLC",265,On Behalf of Third Party,Retired on behalf of Dominion Energy Utah,ACR-US-212-2018-1154-751 to 1015,2018,11/23/2020 23:09,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
12/31/2021,"3Degrees Group, Inc.",5372,On Behalf of Third Party,Transaction Reference 18888,ACR-US-212-2018-817-409747 to 415118,2018,4/10/2019 18:14,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
12/31/2021,"3Degrees Group, Inc.",3033,On Behalf of Third Party,Transaction Reference 18888,ACR-US-212-2019-1174-60001 to 63033,2019,12/18/2020 23:27,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
12/31/2021,"3Degrees Group, Inc.",8442,On Behalf of Third Party,Transaction Reference 18888,ACR-US-389-2017-1106-10899 to 19340,2017,9/22/2020 1:06,,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Winston Creek Forest Carbon Project,US,"Morton, Washington",WASHINGTON,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.2
12/31/2021,"3Degrees Group, Inc.",1100,On Behalf of Third Party,Transaction Reference 17956,ACR-US-389-2017-1106-9799 to 10898,2017,9/22/2020 1:06,,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Winston Creek Forest Carbon Project,US,"Morton, Washington",WASHINGTON,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.2
12/31/2021,"3Degrees Group, Inc.",1000,On Behalf of Third Party,Transaction Reference 17854,ACR-US-212-2018-817-408747 to 409746,2018,4/10/2019 18:14,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
12/31/2021,"3Degrees Group, Inc.",30,On Behalf of Third Party,Transaction Reference 17197,ACR-US-212-2018-817-408717 to 408746,2018,4/10/2019 18:14,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,US,70mile radius of Grand Rapids,MINNESOTA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.1
12/31/2021,"3Degrees Group, Inc.",8497,On Behalf of Third Party,Transaction Reference 17321,ACR-US-515-2017-980-101 to 8597,2017,3/25/2020 23:06,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR136,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2017b,US,Houston,TEXAS,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
12/31/2021,"3Degrees Group, Inc.",100,On Behalf of Third Party,Transaction Reference 16917,ACR-US-515-2017-980-1 to 100,2017,3/25/2020 23:06,,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",ACR136,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA® (HFO-1233zd(E)) 2017b,US,Houston,TEXAS,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,Version 1.0
12/30/2021,392,368,On Behalf of Third Party,On behalf of participants in Buy Carbon,ACR-US-499-2019-1207-37258 to 37625,2019,2/8/2021 19:55,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Kootznoowoo Native Community Forestry Project,US,Prince of Wales,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
12/30/2021,392,358,On Behalf of Third Party,On behalf of participants in Buy Carbon,ACR-US-499-2018-1026-51739 to 52096,2018,6/17/2020 13:09,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Kootznoowoo Native Community Forestry Project,US,Prince of Wales,ALASKA,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
12/29/2021,One Tree Planted,980,On Behalf of Third Party,Retired by One Tree Planted on behalf of multiple contributors,ACR-US-518-2019-1335-2201 to 3180,2019,9/1/2021 21:43,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Burnt Mountain Forestry Project,US,"Montgomery, VT",VERMONT,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
12/29/2021,One Tree Planted,220,On Behalf of Third Party,Retired by One Tree Planted on behalf of multiple contributors,ACR-US-518-2018-1095-4781 to 5000,2018,8/31/2020 23:08,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Burnt Mountain Forestry Project,US,"Montgomery, VT",VERMONT,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.0
12/29/2021,Just Energy (U.S.) Corp.,10000,On Behalf of Third Party,Retired on Behalf of First Republic Bank,ACR-US-376-2019-1407-1 to 10000,2019,12/15/2021 21:49,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Anew - Massachusetts Tri-City Forestry Project,US,"Hampden and Tolland Counties, Massachusetts",MASSACHUSETTS,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.2
12/29/2021,Carbon Financial Services Pty Ltd,20000,On Behalf of Third Party,"Purchased on behalf of Boeing to achieve Net Zero emissions for Scope 1, Scope 2 and business travel emissions in 2021",ACR-US-389-2019-1102-48108 to 68107,2019,9/22/2020 1:06,,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,Winston Creek Forest Carbon Project,US,"Morton, Washington",WASHINGTON,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.2
12/29/2021,The Nature Conservancy,745,On Behalf of Third Party,Retired for Cool Effect on Behalf of Alumil S.A.,ACR-US-441-2018-865-86283 to 87027,2018,7/12/2019 0:17,,No,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,ACR136,TNC-Chestnut Mountain Improved Forest Management Project,US,White County,TENNESSEE,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,Version 1.3
